■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-25,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2017-10-24~2019-10-24???영화구분: 일반영화???국적: 한국???지역: 전체???제작사 : 전체???배급사 : 전체???감독명 : 전체???배우명 : 전체???등급별 : 전체???장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
505,보도드라이버: 풀코스,2019-06-14,"1,110,000",0.0%,"1,110,000",184,184,20,21,한국,한국,(주)스카이라이프티브이,(주)노바이앤티,청소년관람불가,성인물(에로),김덕,
505,섹스 인 더 게임,2018-03-28,"1,021,000",0.0%,"1,021,000",184,184,20,20,한국,한국,선셋 시네마,선셋 시네마,청소년관람불가,,"신성진,신성진","이유미,최수락"
505,시월드,2019-06-21,"918,000",0.0%,"918,000",184,184,20,20,한국,한국,(주)메이크아트,(주)메이크아트,청소년관람불가,멜로/로맨스,한우리,
508,어린 누나,2018-03-07,"1,019,000",0.0%,"1,019,000",183,183,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,이지현
508,처녀 사냥,2018-01-31,"1,019,000",0.0%,"1,019,000",183,183,19,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,"김태수,김태수","김정민,김기영"
510,2017복상사,2017-11-09,"1,009,000",0.0%,"1,009,000",182,182,20,20,한국,한국,(주)한사리미디어,(주)한사리미디어,청소년관람불가,기타,김철수,
510,SIDOF2019_아빠가 죽으면 나는 어떡하지?/모래,,"1,278,300",0.0%,"1,278,300",182,182,1,2,한국,한국,,,,다큐멘터리,,
510,SISFF 2017 삶의 나침반,,"910,000",0.0%,"910,000",182,182,1,2,한국,한국,,,,기타,,
510,SISFF 2017 인생 2막의 시작,,"910,000",0.0%,"910,000",182,182,1,2,한국,한국,,,,기타,,
510,나의 노래: 메아리,,"1,265,300",0.0%,"1,265,300",182,182,1,3,한국,한국,,,,다큐멘터리,정일건,
510,리틀보이 12725,,"1,169,000",0.0%,"1,169,000",182,182,1,16,한국,한국,,,,다큐멘터리,김지곤,
510,엄마 애인,2018-01-29,"1,012,000",0.0%,"1,012,000",182,182,20,20,한국,한국,모히또필름,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,"정진호,정진호","백슬비,이지현,김필수"
517,내 여자의 남자들,2019-09-27,"970,000",0.0%,"970,000",181,181,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,백세리
517,달콤한 채찍,2017-11-02,"1,007,000",0.0%,"1,007,000",181,181,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,지슬,이경민
517,원라인,2017-03-29,"1,694,000",0.0%,"3,319,946,433",181,"435,142",1,7,한국,한국,"(주)미인픽쳐스,(주)곽픽쳐스",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,양경모,"임시완,진구,박병은,이동휘,김선영,박종환,왕지원,박유환,안세하,조우진,박형수,박건도,박지홍,안지현,유요한,이도현,최창국,이석호,한민철,이영호,홍성호,김말구,김태준,김근영,임지환,김대현,황성준,오민애,김국희,박근록,현봉식,이일화,박성연"
520,너는 결코 서둘지 말라,,"1,219,700",0.0%,"1,219,700",180,180,1,3,한국,한국,,,,드라마,김미영,"윤금선아,오희준,유이든,허준석,박예영,장준휘"
520,딸의 애인,2018-05-04,"995,000",0.0%,"995,000",180,180,20,20,한국,한국,골드피쉬프로덕션,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
520,막내 형수,2019-06-06,"955,000",0.0%,"955,000",180,180,20,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
520,사촌누나와 동거-무삭제,2017-12-21,"1,000,000",0.0%,"1,000,000",180,180,20,20,한국,한국,(주)이놀미디어,(주)이놀미디어,청소년관람불가,기타,김순수,"이은미,강민우"
520,어린 이모,2018-05-09,"1,000,000",0.0%,"1,000,000",180,180,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
520,어린고모,2019-05-15,"955,000",0.0%,"955,000",180,180,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,
520,장수상회,2015-04-09,"1,042,500",0.0%,"8,740,017,143",180,"1,166,229",1,8,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬,염혜란,박경혜"
520,초대녀,2018-06-05,"996,000",0.0%,"996,000",180,180,21,21,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
520,형님 아내4(우주공주 춘향),2018-04-25,"995,000",0.0%,"995,000",180,180,20,21,한국,한국,이돌영화사,이돌영화사,청소년관람불가,,이돌,윤재
520,화끈한 홈서비스,2018-04-24,"1,000,000",0.0%,"1,000,000",180,180,20,20,한국,한국,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,"노승택,노승택",고재경
530,과외의 추억,2018-09-07,"989,000",0.0%,"989,000",179,179,20,21,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,"강준호,김다니엘,이승찬"
530,괴물,2006-07-27,"1,596,000",0.0%,"66,717,700,300",179,"10,917,400",1,4,한국,한국,영화사청어람(주),(주)쇼박스,12세관람가,"SF,가족,드라마",봉준호,"송강호,변희봉,박해일,배두나,고아성,오달수,박노식,라미란,고수희,윤제문,김뢰하,고창석,박진우,김학선,신현종,신승리,조덕제,조진영,김창렬,김병훈,이재응,이훈진,정강희,김대근,김효선,김종준,김다영,이왕우,유승목,손진호,권병길,손영순"
530,교회누나,2018-06-22,"993,000",0.0%,"993,000",179,179,20,20,한국,한국,(주)엔트리미디어,(주)엔트리미디어,청소년관람불가,"멜로/로맨스,드라마",에로핑,"김재현,박진용"
530,딸의 애인 2,2019-01-30,"958,000",0.0%,"958,000",179,179,20,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
530,변강쇠 VS 어우동 - 무삭제판,2017-11-28,"990,000",0.0%,"990,000",179,179,20,20,한국,한국,모히또필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
530,신어우동 - 무삭제판,2017-11-28,"990,000",0.0%,"990,000",179,179,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
530,아내의 101번째 결혼 무삭제판,2017-12-07,"995,000",0.0%,"995,000",179,179,20,20,한국,한국,(주)씨맥스커뮤니케이션즈,(주)레드언더미디어,청소년관람불가,멜로/로맨스,최석원,이채담
530,어린 누나 2,2018-11-01,"988,000",0.0%,"988,000",179,179,19,21,한국,한국,,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,"남기혁,이강우"
530,어린 엄마,2018-01-10,"997,000",0.0%,"997,000",179,179,20,20,한국,한국,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,"계장혁,계장혁","이지현,김필수"
530,어린 형수 3,2017-11-28,"995,000",0.0%,"995,000",179,179,19,20,한국,한국,핵존슨,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,"장인혁,이정연"
530,요정 미인관 무삭제판,2017-11-30,"991,000",0.0%,"991,000",179,179,20,20,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,에로핑,한가희
530,음란한 모델,2018-07-19,"991,000",0.0%,"991,000",179,179,20,20,한국,한국,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,노승택,
530,첫경험,2018-01-10,"998,000",0.0%,"998,000",179,179,19,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,"김태수,김태수","이수,민도윤"
543,더티웨딩,2018-08-16,"991,000",0.0%,"991,000",178,178,20,20,한국,한국,참프로덕션,(주)콘텐츠윙,청소년관람불가,멜로/로맨스,국만중,박주빈
543,어린 처제 2,2018-08-14,"991,000",0.0%,"991,000",178,178,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,김지선
543,어린 처형,2018-10-25,"992,000",0.0%,"992,000",178,178,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,"남기혁,이강우"
543,이웃집 아내,2018-10-25,"992,000",0.0%,"992,000",178,178,20,20,한국,한국,라온컴퍼니,라온컴퍼니,청소년관람불가,"멜로/로맨스,드라마",한동호,
543,조건아빠: 슈가대디,2018-10-15,"992,000",0.0%,"992,000",178,178,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,멜로/로맨스,한동호,한동훈
543,첫경험 2,2019-08-08,"961,000",0.0%,"961,000",178,178,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
549,SIFF2017-특별단편 4,,"1,218,000",0.0%,"1,218,000",177,177,1,3,한국,한국,,,,기타,,
549,개구장이 도련님,,"354,000",0.0%,"656,000",177,328,1,18,한국,한국,동양영화사,,전체관람가,"드라마,코미디",박문수,남정임
549,맛있는 아내,2018-10-11,"833,000",0.0%,"833,000",177,177,20,20,한국,한국,(주)마이애미미디어,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,"이채담,민도윤"
549,순정,2016-02-24,"1,243,600",0.0%,"1,739,536,633",177,"240,661",2,11,한국,한국,(주)주피터필름,(주)리틀빅픽쳐스,12세이상관람가,드라마,이은희,"도경수,김소현,연준석,이다윗,주다영,박용우,박해준,김지호,이범수,이대연,황석정,박정민,김권,오유진,박충선,조우람,최민석,임철수,황영희"
549,어린 누나 3,2019-05-02,"948,000",0.0%,"948,000",177,177,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
549,우리가족같이,2018-10-29,"976,000",0.0%,"976,000",177,177,19,19,한국,한국,(주)투모션,(주)투모션,청소년관람불가,멜로/로맨스,감수성,
555,강남 며느리,,"955,000",0.0%,"955,000",176,176,20,20,한국,한국,,,청소년관람불가,"멜로/로맨스,드라마",,
555,딸의 친구 3,2019-03-21,"952,000",0.0%,"952,000",176,176,20,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
555,어린 엄마 3,2019-05-30,"947,000",0.0%,"947,000",176,176,20,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
558,SIFF2017-경쟁단편 1,,"1,213,000",0.0%,"1,213,000",175,175,1,3,한국,한국,,,,드라마,,
558,관전남,2019-07-25,"951,000",0.0%,"951,000",175,175,20,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
558,베를린,2013-01-30,"1,366,000",0.0%,"52,358,372,637",175,"7,166,688",1,4,한국,"한국,독일","(주)외유내강,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,액션,류승완,"하정우,한석규,류승범,전지현,이경영,최무성,곽도원,김서형,백승익,배정남"
561,여배우: 섹스수업,2019-04-05,"948,000",0.0%,"948,000",174,174,20,20,한국,한국,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,노승택,"조완진,이채담"
561,조건엄마:슈가맘,2018-11-13,"946,000",0.0%,"946,000",174,174,20,25,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"멜로/로맨스,드라마",한동호,윤재
563,미스터 고,2013-07-17,"1,038,000",0.0%,"9,339,014,000",173,"1,329,061",1,1,한국,"한국,중국","(주)덱스터필름,(주)광대무변,(주)컨텐츠아이",(주)쇼박스,12세이상관람가,"코미디,드라마",김용화,"서교,성동일,이훈민,임동욱,임승묵,임왕섭,천재성,최인호,박정훈,배지현,조재윤,변희봉,김성주,김인우,김희원,김태준,김고은,전신환,이양희,김응수"
563,발칙한 동거,2018-01-15,"963,000",0.0%,"963,000",173,173,20,20,한국,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,,오재학,김동수
563,어린 형수 4,2019-01-04,"946,000",0.0%,"946,000",173,173,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
563,여선생2,2018-12-18,"946,000",0.0%,"946,000",173,173,20,20,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,코미디,김대성,"윤재,이강우"
563,쾌락 도우미 무삭제,2018-01-18,"964,000",0.0%,"964,000",173,173,20,20,한국,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,,김재승,
563,쾌락의 밀실 무삭제,2018-03-29,"960,000",0.0%,"960,000",173,173,20,20,한국,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,"멜로/로맨스,스릴러",김경훈,
563,형부를 탐하다,2019-04-10,"951,000",0.0%,"951,000",173,173,20,22,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,
570,남편친구들,2019-05-08,"938,000",0.0%,"938,000",172,172,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,이채담
570,섹스의 목적 - 감독판,2017-12-14,"888,000",0.0%,"888,000",172,172,23,32,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마","이민,이민",
570,"유기농 섹드립 로맨스 ""오목리 미스킴""",2019-04-11,"944,000",0.0%,"944,000",172,172,20,20,한국,한국,(주)코빈커뮤니케이션즈,(주)코빈커뮤니케이션즈,청소년관람불가,,"김원기,윤민채",
573,남의 아내,2018-12-18,"942,000",0.0%,"942,000",171,171,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,김태일
573,등산의 참맛,2019-01-15,"942,000",0.0%,"942,000",171,171,20,20,한국,한국,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,청소년관람불가,"멜로/로맨스,드라마",한동호,
573,발기찬 처가살이,2019-02-12,"942,000",0.0%,"942,000",171,171,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
573,아들의 아내 무삭제,2018-01-11,"905,000",0.0%,"905,000",171,171,20,20,한국,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,,김재승,
573,어린 엄마 2,2019-03-28,"942,000",0.0%,"942,000",171,171,20,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
578,SIFF2018-특별단편 4,,"1,162,100",0.0%,"1,162,100",170,170,1,2,한국,한국,,,,기타,,
578,너 말고 니 언니,2019-04-17,"871,000",0.0%,"871,000",170,170,20,20,한국,한국,노바엔터테인먼트,노바엔터테인먼트,청소년관람불가,멜로/로맨스,김종민,"조완진,아리,설영,지성"
578,상류시대,2019-01-03,"943,000",0.0%,"943,000",170,170,20,21,한국,한국,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,청소년관람불가,"멜로/로맨스,드라마",한동호,
578,천박한 누나,2019-02-27,"940,000",0.0%,"940,000",170,170,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
582,가정부 길들이기,2018-12-26,"938,000",0.0%,"938,000",169,169,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,멜로/로맨스,한동호,
582,내방에 일본여자가 있다,2019-02-12,"938,000",0.0%,"938,000",169,169,20,20,한국,한국,(주)엔트리미디어,(주)엔트리미디어,청소년관람불가,멜로/로맨스,노세기,"하마사키 마오,신연우,이수"
582,누나의 맛,2019-06-19,"933,000",0.0%,"933,000",169,169,20,20,한국,한국,(주)담화,(주)담화,청소년관람불가,기타,미스터빽,
582,스튜디오,2019-02-27,"938,000",0.0%,"938,000",169,169,20,20,한국,한국,RGB,RGB,청소년관람불가,코미디,조일준,"나영,김선구"
582,어린 처제 3,2019-05-09,"932,000",0.0%,"932,000",169,169,20,20,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
582,어린 형수 5,2019-10-17,"934,000",0.0%,"934,000",169,169,20,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
582,우리 도련님,2019-02-25,"938,000",0.0%,"938,000",169,169,20,20,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,멜로/로맨스,김대성,
582,은밀한 여작가의 사생활,2018-11-20,"938,000",0.0%,"938,000",169,169,20,20,한국,한국,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,청소년관람불가,"멜로/로맨스,드라마",한동호,도모세
582,음란한 병원,2019-04-17,"938,000",0.0%,"938,000",169,169,20,20,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
591,12 하고 24,,"1,170,000",0.0%,"1,170,000",168,168,1,13,한국,한국,,,,다큐멘터리,김남석,
591,MSFF2019 심야상영,,"1,680,000",0.0%,"1,680,000",168,168,1,1,한국,한국,,,,공포(호러),,
591,SIFF2017-경쟁단편 2,,"1,161,000",0.0%,"1,161,000",168,168,1,3,한국,한국,,,,기타,,
591,크로싱 비욘드,,"1,006,500",0.0%,"1,006,500",168,168,1,1,한국,한국,,,,다큐멘터리,이승준,
595,쉬리,1999-02-13,"1,002,000",0.0%,"1,002,000",167,167,1,2,한국,한국,강제규필름,,15세 미만인 자는 관람할 수 없는 등급,"액션,드라마,멜로/로맨스,미스터리",강제규,"한석규,최민식,송강호,김윤진,윤주상,박용우,조덕현,김수로,손호균,황정민,김석주,박은숙,조승연,이필모,박동빈,지대한,송용태,유하복,정세형,남명렬"
596,아트나인 월례기획전 GET9 [단편영화 특별전],,"1,660,000",0.0%,"1,660,000",166,166,1,3,한국,한국,,,,기타,,
596,화끈한 룸메이트,2019-05-16,"858,000",0.0%,"858,000",166,166,20,20,한국,한국,무비진,주식회사 플릭스코,청소년관람불가,"멜로/로맨스,코미디",백석동,"진시아,도모세"
598,내 아내의 초대남들:네토라레,2017-10-30,"913,000",0.0%,"913,000",163,163,20,20,한국,한국,(주)마이애미미디어,(주)마이애미미디어,청소년관람불가,멜로/로맨스,노현진,"강민우,아리,윤상두"
